款号,订货会,品牌,品名,流水号,颜色,尺码,大类,中类,小类,季节,波段,等级,色系,价格带,吊牌价,描述
25412403,2015UKI秋冬订货会,UKI,格子色拼无袖裙,822,105黑色格纹,M,服装,外出服装系列,无袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412403,2015UKI秋冬订货会,UKI,格子色拼无袖裙,822,105黑色格纹,L,服装,外出服装系列,无袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412403,2015UKI秋冬订货会,UKI,格子色拼无袖裙,822,105黑色格纹,XL,服装,外出服装系列,无袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,823,105黑色格纹,M,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,823,105黑色格纹,L,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,823,105黑色格纹,XL,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,黑色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,824,545大红格纹,M,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,红色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,824,545大红格纹,L,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,红色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25412405,2015UKI秋冬订货会,UKI,色织格子无袖裙,824,545大红格纹,XL,服装,外出服装系列,无袖连衣裙,冬,冬一,形象款,红色系,300-399,398,主：100%涤纶    配布：90%涤 10%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,825,525暗红格纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,825,525暗红格纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,825,525暗红格纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,826,715藏青格纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,826,715藏青格纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413717,2015UKI秋冬订货会,UKI,立体格子连衣裙,826,715藏青格纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：98%涤纶2%氨纶配布：60%PU  40%粘胶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,827,174浅灰花沙,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：96%棉4%氨纶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,827,174浅灰花沙,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：96%棉4%氨纶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,827,174浅灰花沙,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,398,主：96%棉4%氨纶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,828,713藏青,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：96%棉4%氨纶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,828,713藏青,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：96%棉4%氨纶
25413709,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼豹纹有袖裙,828,713藏青,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,398,主：96%棉4%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,829,108黑色条纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,829,108黑色条纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,829,108黑色条纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,830,528暗红条纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,830,528暗红条纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413706,2015UKI秋冬订货会,UKI,针织条纹贴标有袖裙,830,528暗红条纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：70%人棉30%涤纶配布：35%棉       60%聚酯纤维5%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,831,664芥黄花沙,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,831,664芥黄花沙,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,831,664芥黄花沙,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,832,754宝蓝花沙,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,832,754宝蓝花沙,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413701,2015UKI秋冬订货会,UKI,花纱毛衣贴标有袖裙,832,754宝蓝花沙,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,蓝色系,300-399,368,主：100%涤纶    配布：97%棉3%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,833,134深灰花沙,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,368,主：96%棉4%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,833,134深灰花沙,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,368,主：96%棉4%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,833,134深灰花沙,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,300-399,368,主：96%棉4%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,834,523暗红,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,368,主：96%棉4%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,834,523暗红,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,368,主：96%棉4%氨纶
25413705,2015UKI秋冬订货会,UKI,鱼鳞刷绒印花有袖裙,834,523暗红,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,红色系,300-399,368,主：96%棉4%氨纶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,835,105黑色格纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,835,105黑色格纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,835,105黑色格纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,黑色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,836,545大红格纹,M,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,836,545大红格纹,L,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413408,2015UKI秋冬订货会,UKI,呢料格子拼皮有袖裙,836,545大红格纹,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,形象款,红色系,300-399,368,主：100%涤纶配布：60%PU  40%粘胶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,837,174浅灰花沙,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,400-499,428,主：96%棉4%氨纶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,837,174浅灰花沙,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,400-499,428,主：96%棉4%氨纶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,837,174浅灰花沙,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黑色系,400-499,428,主：96%棉4%氨纶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,838,663芥黄,M,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,400-499,428,主：96%棉4%氨纶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,838,663芥黄,L,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,400-499,428,主：96%棉4%氨纶
25413710,2015UKI秋冬订货会,UKI,鱼鳞刷毛连帽印花有袖裙,838,663芥黄,XL,服装,外出服装系列,有袖连衣裙,冬,冬一,基本款,黄色系,400-499,428,主：96%棉4%氨纶
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,839,793浅蓝,M,服装,外出服装系列,外套,冬,冬一,形象款,蓝色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,839,793浅蓝,L,服装,外出服装系列,外套,冬,冬一,形象款,蓝色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,839,793浅蓝,XL,服装,外出服装系列,外套,冬,冬一,形象款,蓝色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,840,933桔红,M,服装,外出服装系列,外套,冬,冬一,形象款,桔色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,840,933桔红,L,服装,外出服装系列,外套,冬,冬一,形象款,桔色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419404,2015UKI秋冬订货会,UKI,呢料落肩茧型大衣,840,933桔红,XL,服装,外出服装系列,外套,冬,冬一,形象款,桔色系,500-999,598,主：90%涤 10%粘胶配布：100%化纤
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,841,174浅灰花沙,M,服装,外出服装系列,外套,冬,冬一,基本款,黑色系,500-999,698,主：96%棉4%氨纶
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,841,174浅灰花沙,L,服装,外出服装系列,外套,冬,冬一,基本款,黑色系,500-999,698,主：96%棉4%氨纶
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,841,174浅灰花沙,XL,服装,外出服装系列,外套,冬,冬一,基本款,黑色系,500-999,698,主：96%棉4%氨纶
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,842,543大红,M,服装,外出服装系列,外套,冬,冬一,基本款,红色系,500-999,698,主：96%棉4%氨纶
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,842,543大红,L,服装,外出服装系列,外套,冬,冬一,基本款,红色系,500-999,698,主：96%棉4%氨纶
25419711,2015UKI秋冬订货会,UKI,鱼鳞刷毛色拼连帽外套,842,543大红,XL,服装,外出服装系列,外套,冬,冬一,基本款,红色系,500-999,698,主：96%棉4%氨纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,843,753宝蓝,M,服装,外出服装系列,外套,冬,冬一,基本款,蓝色系,500-999,698,主：100%涤纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,843,753宝蓝,L,服装,外出服装系列,外套,冬,冬一,基本款,蓝色系,500-999,698,主：100%涤纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,843,753宝蓝,XL,服装,外出服装系列,外套,冬,冬一,基本款,蓝色系,500-999,698,主：100%涤纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,844,933桔红,M,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,844,933桔红,L,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25419591,2015UKI秋冬订货会,UKI,绣标装饰轻薄连帽羽绒服,844,933桔红,XL,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,845,203杏色,M,服装,外出服装系列,外套,冬,冬一,基本款,白色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,845,203杏色,L,服装,外出服装系列,外套,冬,冬一,基本款,白色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,845,203杏色,XL,服装,外出服装系列,外套,冬,冬一,基本款,白色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,846,453绿色,M,服装,外出服装系列,外套,冬,冬一,基本款,绿色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,846,453绿色,L,服装,外出服装系列,外套,冬,冬一,基本款,绿色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,846,453绿色,XL,服装,外出服装系列,外套,冬,冬一,基本款,绿色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,847,933桔红,M,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,847,933桔红,L,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25419292,2015UKI秋冬订货会,UKI,色丁雪花绒可脱卸帽长款棉服,847,933桔红,XL,服装,外出服装系列,外套,冬,冬一,基本款,桔色系,500-999,698,主：100%涤纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,848,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,848,103黑色,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,848,103黑色,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,848,103黑色,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,849,523暗红,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,红色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,849,523暗红,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,红色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,849,523暗红,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,红色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,849,523暗红,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,红色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,850,713藏青,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,850,713藏青,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,850,713藏青,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418293,2015UKI秋冬订货会,UKI,棉锦复合摇粒全长铅笔裤,850,713藏青,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,300-399,368,主：65%人棉30%涤纶5%氨纶
25418417,2015UKI秋冬订货会,UKI,呢料短裤,851,713藏青,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418417,2015UKI秋冬订货会,UKI,呢料短裤,851,713藏青,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418417,2015UKI秋冬订货会,UKI,呢料短裤,851,713藏青,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,蓝色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418417,2015UKI秋冬订货会,UKI,呢料短裤,852,933桔红,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,桔色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418417,2015UKI秋冬订货会,UKI,呢料短裤,852,933桔红,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,桔色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418417,2015UKI秋冬订货会,UKI,呢料短裤,852,933桔红,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,桔色系,200-299,248,主：90%涤 10%粘胶配布：100%化纤
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,853,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,853,103黑色,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,853,103黑色,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,853,103黑色,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,854,134深灰花沙,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,854,134深灰花沙,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,854,134深灰花沙,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418716,2015UKI秋冬订货会,UKI,薄银狐绒全长打底裤,854,134深灰花沙,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,228,主布;35%棉 60%聚酯纤维5%氨纶
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,855,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,855,103黑色,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,855,103黑色,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,855,103黑色,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,856,134深灰花沙,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,856,134深灰花沙,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,856,134深灰花沙,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418711,2015UKI秋冬订货会,UKI,脚口罗纹银狐绒全长萝卜裤,856,134深灰花沙,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,300-399,328,主：35%棉 65%涤沦  
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,857,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,857,103黑色,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,857,103黑色,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,857,103黑色,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,858,134深灰花沙,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,858,134深灰花沙,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,858,134深灰花沙,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418794,2015UKI秋冬订货会,UKI,鱼鳞刷毛拼羊羔绒全长萝卜裤,858,134深灰花沙,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：96.1%棉3.9%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,859,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,859,103黑色,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,859,103黑色,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,859,103黑色,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,860,134深灰花沙,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,860,134深灰花沙,L,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,860,134深灰花沙,XL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25418795,2015UKI秋冬订货会,UKI,装饰标鱼鳞刷毛全长直筒裤,860,134深灰花沙,XXL,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,268,主：96%棉4%氨纶
25318796,2015UKI秋冬订货会,UKI,罗马刷绒全长铅笔裤,861,103黑色,M,服装,外出服装系列,便裤（裤子）,冬,冬一,基本款,黑色系,200-299,298,主：95%涤纶 5%氨纶
