款号,订货会,品牌,品名,流水号,颜色,尺码,大类,中类,小类,季节,波段,等级,色系,价格带,吊牌价,描述
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,1,948桔色条纹,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,桔色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,1,948桔色条纹,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,桔色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,1,948桔色条纹,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,桔色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,2,108黑色条纹,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,2,108黑色条纹,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310715,2015OCT秋冬订货会,OCT,针织条纹印花T恤,2,108黑色条纹,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,500-999,528,"主：97%涤纶 3%氨纶
配：100%涤纶 "
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,6,584粉红花沙,M,服装,外出服装系列,T恤,秋,秋一,主力款,红色系,400-499,468,"主：75%涤纶25%粘胶
"
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,6,584粉红花沙,L,服装,外出服装系列,T恤,秋,秋一,主力款,红色系,400-499,468,"主：75%涤纶25%粘胶
"
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,6,584粉红花沙,XL,服装,外出服装系列,T恤,秋,秋一,主力款,红色系,400-499,468,"主：75%涤纶25%粘胶
"
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,7,164灰色花沙,M,服装,外出服装系列,T恤,秋,秋一,主力款,黑色系,400-499,468,"主：75%涤纶25%粘胶
"
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,7,164灰色花沙,L,服装,外出服装系列,T恤,秋,秋一,主力款,黑色系,400-499,468,"主：75%涤纶25%粘胶
"
15310701,2015OCT秋冬订货会,OCT,太空棉印花有袖T恤,7,164灰色花沙,XL,服装,外出服装系列,T恤,秋,秋一,主力款,黑色系,400-499,468,"主：75%涤纶25%粘胶
"
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,8,166灰色印花,M,服装,外出服装系列,T恤,秋,秋一,形象款,黑色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,8,166灰色印花,L,服装,外出服装系列,T恤,秋,秋一,形象款,黑色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,8,166灰色印花,XL,服装,外出服装系列,T恤,秋,秋一,形象款,黑色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,9,586粉红印花,M,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,9,586粉红印花,L,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310713,2015OCT秋冬订货会,OCT,太空棉印花T恤,9,586粉红印花,XL,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,400-499,498,主：100%涤纶                   配：92%涤纶8%氨纶
15310714,2015OCT秋冬订货会,OCT,太空棉印花T恤,10,586粉红印花,M,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,500-999,528,"主：100%涤纶
"
15310714,2015OCT秋冬订货会,OCT,太空棉印花T恤,10,586粉红印花,L,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,500-999,528,"主：100%涤纶
"
15310714,2015OCT秋冬订货会,OCT,太空棉印花T恤,10,586粉红印花,XL,服装,外出服装系列,T恤,秋,秋一,形象款,红色系,500-999,528,"主：100%涤纶
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,11,238本白条纹,M,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,300-399,398,"主：65%涤纶35%人棉
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,11,238本白条纹,L,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,300-399,398,"主：65%涤纶35%人棉
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,11,238本白条纹,XL,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,300-399,398,"主：65%涤纶35%人棉
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,12,108黑色条纹,M,服装,外出服装系列,T恤,秋,秋一,基本款,白色系,300-399,398,"主：65%涤纶35%人棉
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,12,108黑色条纹,L,服装,外出服装系列,T恤,秋,秋一,基本款,白色系,300-399,398,"主：65%涤纶35%人棉
"
15310707,2015OCT秋冬订货会,OCT,罗马条纹拼接T恤,12,108黑色条纹,XL,服装,外出服装系列,T恤,秋,秋一,基本款,白色系,300-399,398,"主：65%涤纶35%人棉
"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,13,143烟灰,M,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,13,143烟灰,L,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,13,143烟灰,XL,服装,外出服装系列,T恤,秋,秋一,基本款,黑色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,14,653黄色,M,服装,外出服装系列,T恤,秋,秋一,基本款,黄色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,14,653黄色,L,服装,外出服装系列,T恤,秋,秋一,基本款,黄色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310780,2015OCT秋冬订货会,OCT,棉弹娃娃领可哺乳T恤,14,653黄色,XL,服装,外出服装系列,T恤,秋,秋一,基本款,黄色系,200-299,298,"主：97%棉3%氨纶
配：100%涤纶"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,15,103黑色,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,15,103黑色,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,15,103黑色,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,16,164灰色花沙,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,16,164灰色花沙,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310716,2015OCT秋冬订货会,OCT,鱼鳞刷毛短款卫衣,16,164灰色花沙,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,黑色系,300-399,368,"主：97%氨纶3%棉 
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,17,584粉红花沙,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,红色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,17,584粉红花沙,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,红色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,17,584粉红花沙,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,红色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,18,743蓝色,M,服装,外出服装系列,T恤,秋,秋一,小S广告款,蓝色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,18,743蓝色,L,服装,外出服装系列,T恤,秋,秋一,小S广告款,蓝色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15310723,2015OCT秋冬订货会,OCT,鱼鳞连帽T恤,18,743蓝色,XL,服装,外出服装系列,T恤,秋,秋一,小S广告款,蓝色系,500-999,528,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15315514,2015OCT秋冬订货会,OCT,梭织拼蕾丝长版上衣,19,233本白,M,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：95%涤纶，5%氨纶               配一：97%涤纶,3%氨纶              配二：100%锦纶"
15315514,2015OCT秋冬订货会,OCT,梭织拼蕾丝长版上衣,19,233本白,L,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：95%涤纶，5%氨纶               配一：97%涤纶,3%氨纶              配二：100%锦纶"
15315514,2015OCT秋冬订货会,OCT,梭织拼蕾丝长版上衣,19,233本白,XL,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：95%涤纶，5%氨纶               配一：97%涤纶,3%氨纶              配二：100%锦纶"
15315502,2015OCT秋冬订货会,OCT,蕾丝拼雪纺上衣,20,103黑色,M,服装,外出服装系列,上衣,秋,秋一,主力款,黑色系,400-499,468,"主：100%涤纶 
配：100%锦纶"
15315502,2015OCT秋冬订货会,OCT,蕾丝拼雪纺上衣,20,103黑色,L,服装,外出服装系列,上衣,秋,秋一,主力款,黑色系,400-499,468,"主：100%涤纶 
配：100%锦纶"
15315502,2015OCT秋冬订货会,OCT,蕾丝拼雪纺上衣,20,103黑色,XL,服装,外出服装系列,上衣,秋,秋一,主力款,黑色系,400-499,468,"主：100%涤纶 
配：100%锦纶"
15315712,2015OCT秋冬订货会,OCT,色拼可哺乳上衣,21,239本白色块,M,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：65%黏胶纤维32%涤纶3%氨纶 
配：100%涤纶"
15315712,2015OCT秋冬订货会,OCT,色拼可哺乳上衣,21,239本白色块,L,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：65%黏胶纤维32%涤纶3%氨纶 
配：100%涤纶"
15315712,2015OCT秋冬订货会,OCT,色拼可哺乳上衣,21,239本白色块,XL,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,498,"主：65%黏胶纤维32%涤纶3%氨纶 
配：100%涤纶"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,22,584粉红花沙,M,服装,外出服装系列,上衣,秋,秋一,基本款,红色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,22,584粉红花沙,L,服装,外出服装系列,上衣,秋,秋一,基本款,红色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,22,584粉红花沙,XL,服装,外出服装系列,上衣,秋,秋一,基本款,红色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,23,164灰色花沙,M,服装,外出服装系列,上衣,秋,秋一,基本款,黑色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,23,164灰色花沙,L,服装,外出服装系列,上衣,秋,秋一,基本款,黑色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315708,2015OCT秋冬订货会,OCT,花纱毛衣布可哺乳上衣,23,164灰色花沙,XL,服装,外出服装系列,上衣,秋,秋一,基本款,黑色系,400-499,498,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15315180,2015OCT秋冬订货会,OCT,牛仔色拼长版衬衫,24,799浅蓝色块,M,服装,外出服装系列,上衣,秋,秋一,主力款,蓝色系,300-399,368,"主：100%棉 
"
15315180,2015OCT秋冬订货会,OCT,牛仔色拼长版衬衫,24,799浅蓝色块,L,服装,外出服装系列,上衣,秋,秋一,主力款,蓝色系,300-399,368,"主：100%棉 
"
15315180,2015OCT秋冬订货会,OCT,牛仔色拼长版衬衫,24,799浅蓝色块,XL,服装,外出服装系列,上衣,秋,秋一,主力款,蓝色系,300-399,368,"主：100%棉 
"
15315581,2015OCT秋冬订货会,OCT,雪纺拼接衬衫,25,233本白,M,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,468,"主：100%涤纶 
"
15315581,2015OCT秋冬订货会,OCT,雪纺拼接衬衫,25,233本白,L,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,468,"主：100%涤纶 
"
15315581,2015OCT秋冬订货会,OCT,雪纺拼接衬衫,25,233本白,XL,服装,外出服装系列,上衣,秋,秋一,主力款,白色系,400-499,468,"主：100%涤纶 
"
15315582,2015OCT秋冬订货会,OCT,前片订钻蕾丝袖上衣,26,233本白,M,服装,外出服装系列,上衣,秋,秋一,形象款,白色系,400-499,498,"主：78%涤纶18%黏胶4%氨纶
配：100%棉"
15315582,2015OCT秋冬订货会,OCT,前片订钻蕾丝袖上衣,26,233本白,L,服装,外出服装系列,上衣,秋,秋一,形象款,白色系,400-499,498,"主：78%涤纶18%黏胶4%氨纶
配：100%棉"
15315582,2015OCT秋冬订货会,OCT,前片订钻蕾丝袖上衣,26,233本白,XL,服装,外出服装系列,上衣,秋,秋一,形象款,白色系,400-499,498,"主：78%涤纶18%黏胶4%氨纶
配：100%棉"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,27,235本白格纹,M,服装,外出服装系列,针织衫,秋,秋一,形象款,白色系,500-999,698,"主：50%腈纶50%羊毛
"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,27,235本白格纹,L,服装,外出服装系列,针织衫,秋,秋一,形象款,白色系,500-999,698,"主：50%腈纶50%羊毛
"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,27,235本白格纹,XL,服装,外出服装系列,针织衫,秋,秋一,形象款,白色系,500-999,698,"主：50%腈纶50%羊毛
"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,28,745蓝色格纹,M,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,698,"主：50%腈纶50%羊毛
"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,28,745蓝色格纹,L,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,698,"主：50%腈纶50%羊毛
"
15311705,2015OCT秋冬订货会,OCT,格纹套头针织衫,28,745蓝色格纹,XL,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,698,"主：50%腈纶50%羊毛
"
15311709,2015OCT秋冬订货会,OCT,拼皮针织开衫,29,714藏青花沙,M,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,628,"主：62%腈纶28%棉10%涤纶
"
15311709,2015OCT秋冬订货会,OCT,拼皮针织开衫,29,714藏青花沙,L,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,628,"主：62%腈纶28%棉10%涤纶
"
15311709,2015OCT秋冬订货会,OCT,拼皮针织开衫,29,714藏青花沙,XL,服装,外出服装系列,针织衫,秋,秋一,形象款,蓝色系,500-999,628,"主：62%腈纶28%棉10%涤纶
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,30,749蓝色色块,M,服装,外出服装系列,针织衫,秋,秋一,基本款,蓝色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,30,749蓝色色块,L,服装,外出服装系列,针织衫,秋,秋一,基本款,蓝色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,30,749蓝色色块,XL,服装,外出服装系列,针织衫,秋,秋一,基本款,蓝色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,31,169灰色色块,M,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,31,169灰色色块,L,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311180,2015OCT秋冬订货会,OCT,长版色拼毛衣,31,169灰色色块,XL,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,400-499,468,"主：84%锦纶8.5%羊毛7.5%兔毛
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,32,103黑色,M,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,32,103黑色,L,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,32,103黑色,XL,服装,外出服装系列,针织衫,秋,秋一,基本款,黑色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,33,233本白,M,服装,外出服装系列,针织衫,秋,秋一,基本款,白色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,33,233本白,L,服装,外出服装系列,针织衫,秋,秋一,基本款,白色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,33,233本白,XL,服装,外出服装系列,针织衫,秋,秋一,基本款,白色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,34,943桔色,M,服装,外出服装系列,针织衫,秋,秋一,基本款,桔色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,34,943桔色,L,服装,外出服装系列,针织衫,秋,秋一,基本款,桔色系,300-399,398,"主：40%棉60%人棉
"
15311714,2015OCT秋冬订货会,OCT,高领毛衣,34,943桔色,XL,服装,外出服装系列,针织衫,秋,秋一,基本款,桔色系,300-399,398,"主：40%棉60%人棉
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,35,103黑色,M,服装,外出服装系列,外套,秋,秋一,小S广告款,黑色系,500-999,898,"主：92%涤纶8%氨纶
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,35,103黑色,L,服装,外出服装系列,外套,秋,秋一,小S广告款,黑色系,500-999,898,"主：92%涤纶8%氨纶
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,35,103黑色,XL,服装,外出服装系列,外套,秋,秋一,小S广告款,黑色系,500-999,898,"主：92%涤纶8%氨纶
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,36,583粉红预留,M,服装,外出服装系列,外套,秋,秋一,小S广告款,红色系,500-999,898,"主：92%涤纶8%氨纶
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,36,583粉红预留,L,服装,外出服装系列,外套,秋,秋一,小S广告款,红色系,500-999,898,"主：92%涤纶8%氨纶
"
15319505,2015OCT秋冬订货会,OCT,空气层连帽长版外套,36,583粉红预留,XL,服装,外出服装系列,外套,秋,秋一,小S广告款,红色系,500-999,898,"主：92%涤纶8%氨纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,37,693浅黄,M,服装,外出服装系列,外套,秋,秋一,主力款,黄色系,500-999,698,"主：65%黏胶35%涤纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,37,693浅黄,L,服装,外出服装系列,外套,秋,秋一,主力款,黄色系,500-999,698,"主：65%黏胶35%涤纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,37,693浅黄,XL,服装,外出服装系列,外套,秋,秋一,主力款,黄色系,500-999,698,"主：65%黏胶35%涤纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,38,164灰色花沙,M,服装,外出服装系列,外套,秋,秋一,主力款,黑色系,500-999,698,"主：65%黏胶35%涤纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,38,164灰色花沙,L,服装,外出服装系列,外套,秋,秋一,主力款,黑色系,500-999,698,"主：65%黏胶35%涤纶
"
15319706,2015OCT秋冬订货会,OCT,空气层连帽外套,38,164灰色花沙,XL,服装,外出服装系列,外套,秋,秋一,主力款,黑色系,500-999,698,"主：65%黏胶35%涤纶
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,39,584粉红花沙,M,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,39,584粉红花沙,L,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,39,584粉红花沙,XL,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,40,743蓝色,M,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,40,743蓝色,L,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15319726,2015OCT秋冬订货会,OCT,鱼鳞连帽外套,40,743蓝色,XL,服装,外出服装系列,外套,秋,秋一,形象款,黑色系,500-999,628,"主：64.8%莱卡5.6%氨纶29.6%棉
"
15313713,2015OCT秋冬订货会,OCT,千鸟格罗马有袖裙,41,106黑色印花,M,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：77%粘胶  15%锦纶  8%氨纶
"
15313713,2015OCT秋冬订货会,OCT,千鸟格罗马有袖裙,41,106黑色印花,L,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：77%粘胶  15%锦纶  8%氨纶
"
15313713,2015OCT秋冬订货会,OCT,千鸟格罗马有袖裙,41,106黑色印花,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：77%粘胶  15%锦纶  8%氨纶
"
15313710,2015OCT秋冬订货会,OCT,针织条纹有袖裙,42,168灰色条纹,M,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,598,主：97%涤纶3%氨纶               配：100%涤纶              
15313710,2015OCT秋冬订货会,OCT,针织条纹有袖裙,42,168灰色条纹,L,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,598,主：97%涤纶3%氨纶               配：100%涤纶              
15313710,2015OCT秋冬订货会,OCT,针织条纹有袖裙,42,168灰色条纹,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,598,主：97%涤纶3%氨纶               配：100%涤纶              
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,43,108黑色条纹,M,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,400-499,498,主：65%涤纶35%人棉              配：60%PU40%粘胶
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,43,108黑色条纹,L,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,400-499,498,主：65%涤纶35%人棉              配：60%PU41%粘胶
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,43,108黑色条纹,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,400-499,498,主：65%涤纶35%人棉              配：60%PU42%粘胶
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,44,238本白条纹,M,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,白色系,400-499,498,主：65%涤纶35%人棉              配：60%PU43%粘胶
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,44,238本白条纹,L,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,白色系,400-499,498,主：65%涤纶35%人棉              配：60%PU44%粘胶
15313709,2015OCT秋冬订货会,OCT,罗马条纹有袖裙,44,238本白条纹,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,白色系,400-499,498,主：65%涤纶35%人棉              配：60%PU45%粘胶
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,45,164灰色花沙,M,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,黑色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,45,164灰色花沙,L,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,黑色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,45,164灰色花沙,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,黑色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,46,744蓝色花沙,M,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,蓝色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,46,744蓝色花沙,L,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,蓝色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313704,2015OCT秋冬订货会,OCT,太空棉印花有袖裙,46,744蓝色花沙,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,形象款,蓝色系,500-999,598,"主：75%涤纶25%粘胶
配：100%涤纶"
15313729,2015OCT秋冬订货会,OCT,金葱毛衣布有袖裙,47,136深灰印花,M,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：46%涤纶31%棉16%腈纶6%黏胶1%氨纶
"
15313729,2015OCT秋冬订货会,OCT,金葱毛衣布有袖裙,47,136深灰印花,L,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：46%涤纶31%棉16%腈纶6%黏胶2%氨纶
"
15313729,2015OCT秋冬订货会,OCT,金葱毛衣布有袖裙,47,136深灰印花,XL,服装,外出服装系列,有袖连衣裙,秋,秋一,主力款,黑色系,500-999,628,"主：46%涤纶31%棉16%腈纶6%黏胶3%氨纶
"
