款号,订货会,品牌,品名,流水号,颜色,尺码,大类,中类,小类,季节,波段,等级,色系,价格带,吊牌价,描述
14141705,1,OCT,莫代尔中腰内裤两条包,1270,001多色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,148,主料：95.2%莫代尔纤维 4.8%氨纶 裆布：100%棉
14141705,1,OCT,莫代尔中腰内裤两条包,1270,001多色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,148,主料：95.2%莫代尔纤维 4.8%氨纶 裆布：100%棉
14142706,1,OCT,莫代尔中腰内裤两条包,1271,001多色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,主料：95.2%莫代尔纤维 4.8%氨纶 裆布：100%棉
14142706,1,OCT,莫代尔中腰内裤两条包,1271,001多色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,主料：95.2%莫代尔纤维 4.8%氨纶 裆布：100%棉
14142706,1,OCT,莫代尔中腰内裤两条包,1271,001多色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,128,主料：95.2%莫代尔纤维 4.8%氨纶 裆布：100%棉
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,75B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,75C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,75D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,80B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,80C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,80D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,85B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,85C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,85D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,90B,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,90C,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1272,173浅灰,90D,家居,内衣系列,文胸,秋,秋一,主力款,黑色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,75B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,75C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,75D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,80B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,80C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,80D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,85B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,85C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,85D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,90B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,90C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330701,1,OCT,蕾丝软钢托可哺乳文胸,1273,203杏色,90D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,298,86%锦纶14%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,75B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,75C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,75D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,80B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,80C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,80D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,85B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,85C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,85D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,90B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,90C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14330703,1,OCT,豹纹软钢托可哺乳文胸,1274,206杏色印花,90D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,300-399,328,95%锦纶5%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1275,173浅灰,L,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,86%锦纶14%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1275,173浅灰,M,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,86%锦纶14%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1275,173浅灰,XL,家居,内衣系列,内裤,秋,秋一,主力款,黑色系,0-99,98,86%锦纶14%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1276,203杏色,L,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,86%锦纶14%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1276,203杏色,M,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,86%锦纶14%氨纶
14341701,1,OCT,蕾丝色拼中腰内裤,1276,203杏色,XL,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,86%锦纶14%氨纶
14341705,1,OCT,圆点中腰内裤三条包,1277,237本白波点,L,家居,内衣系列,内裤,秋,秋一,主力款,白色系,100-199,198,100%棉
14341705,1,OCT,圆点中腰内裤三条包,1277,237本白波点,M,家居,内衣系列,内裤,秋,秋一,主力款,白色系,100-199,198,100%棉
14341705,1,OCT,圆点中腰内裤三条包,1277,237本白波点,XL,家居,内衣系列,内裤,秋,秋一,主力款,白色系,100-199,198,100%棉
14342703,1,OCT,豹纹拼蕾丝低腰内裤,1278,206杏色印花,L,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,95%锦纶5%氨纶
14342703,1,OCT,豹纹拼蕾丝低腰内裤,1278,206杏色印花,M,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,95%锦纶5%氨纶
14342703,1,OCT,豹纹拼蕾丝低腰内裤,1278,206杏色印花,XL,家居,内衣系列,内裤,秋,秋一,主力款,白色系,0-99,98,95%锦纶5%氨纶
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,75B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,75C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,75D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,80B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,80C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,80D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,85B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,85C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,85D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,90B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,90C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1279,383卡其,90D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,75B,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,75C,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,75D,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,80B,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,80C,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,80D,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,85B,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,85C,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,85D,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,90B,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,90C,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15130701,1,OCT,蕾丝拼接软钢托文胸,1280,983粉桔,90D,家居,内衣系列,文胸,秋,秋一,主力款,桔色系,200-299,268,主料：85.6%锦纶14.4%氨纶配料：79.3%锦纶20.7%氨纶里料：100%棉（辅料除外）
15132701,1,OCT,蕾丝拼接可哺乳背心,1281,653黄色,L,家居,内衣系列,文胸,秋,秋一,主力款,黄色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1281,653黄色,M,家居,内衣系列,文胸,秋,秋一,主力款,黄色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1281,653黄色,XL,家居,内衣系列,文胸,秋,秋一,主力款,黄色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1281,653黄色,XXL,家居,内衣系列,文胸,秋,秋一,主力款,黄色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1282,743蓝色,L,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1282,743蓝色,M,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1282,743蓝色,XL,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15132701,1,OCT,蕾丝拼接可哺乳背心,1282,743蓝色,XXL,家居,内衣系列,文胸,秋,秋一,主力款,蓝色系,200-299,228,主料：93.1%锦纶6.9%氨纶配料：90.6%锦纶9.4%氨纶里料：
15140701,1,OCT,莫代尔高腰内裤,1283,653黄色,L,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140701,1,OCT,莫代尔高腰内裤,1283,653黄色,M,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140701,1,OCT,莫代尔高腰内裤,1283,653黄色,XL,家居,内衣系列,内裤,秋,秋一,主力款,黄色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140701,1,OCT,莫代尔高腰内裤,1284,743蓝色,L,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140701,1,OCT,莫代尔高腰内裤,1284,743蓝色,M,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140701,1,OCT,莫代尔高腰内裤,1284,743蓝色,XL,家居,内衣系列,内裤,秋,秋一,主力款,蓝色系,0-99,98,主料：95.2%再生纤维素纤维4.8%氨纶配料一：93.1%锦纶6.9%氨纶配料二：90.6%锦纶9.4%氨纶
15140702,1,OCT,印花三条包,1285,001多色,L,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,168,主料：95.1%棉4.9%氨纶 裆布：100%棉
15140702,1,OCT,印花三条包,1285,001多色,M,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,168,主料：95.1%棉4.9%氨纶 裆布：100%棉
15140702,1,OCT,印花三条包,1285,001多色,XL,家居,内衣系列,内裤,秋,秋一,主力款,无色系,100-199,168,主料：95.1%棉4.9%氨纶 裆布：100%棉
15142701,1,OCT,蕾丝拼接低腰内裤,1286,383卡其,L,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主：85%锦纶，15%氨纶
15142701,1,OCT,蕾丝拼接低腰内裤,1286,383卡其,M,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主：85%锦纶，15%氨纶
15142701,1,OCT,蕾丝拼接低腰内裤,1286,383卡其,XL,家居,内衣系列,内裤,秋,秋一,主力款,咖色系,0-99,98,主：85%锦纶，15%氨纶
15142701,1,OCT,蕾丝拼接低腰内裤,1287,983粉桔,L,家居,内衣系列,内裤,秋,秋一,主力款,桔色系,0-99,98,主：85%锦纶，15%氨纶
15142701,1,OCT,蕾丝拼接低腰内裤,1287,983粉桔,M,家居,内衣系列,内裤,秋,秋一,主力款,桔色系,0-99,98,主：85%锦纶，15%氨纶
15142701,1,OCT,蕾丝拼接低腰内裤,1287,983粉桔,XL,家居,内衣系列,内裤,秋,秋一,主力款,桔色系,0-99,98,主：85%锦纶，15%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,75B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,75C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,75D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,75E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,80B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,80C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,80D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,80E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,85B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,85C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,85D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,85E,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,90B,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,90C,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1288,25杏色,90D,家居,内衣系列,文胸,秋,秋一,主力款,白色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,75B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,75C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,75D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,75E,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,80B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,80C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,80D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,80E,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,85B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,85C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,85D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,85E,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,90B,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,90C,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001316,1,OCT,有钢托印兔子文胸,1289,30咖啡,90D,家居,内衣系列,文胸,秋,秋一,主力款,咖色系,200-299,228,主料：48.3%棉 47%莫代尔纤维 4.7%氨纶
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,75B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,75C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,75D,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,75E,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,80B,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
5001322,1,OCT,莫代尔花边文胸,1290,51粉红,80C,家居,内衣系列,文胸,秋,秋一,主力款,红色系,200-299,228,"主料：47.6%莫代尔纤维 46.1%棉 6.3%氨纶
配料:100%棉
花边：93%锦纶 7%氨纶（辅料除外）"
